,idiom_id,idiom,sentence,emotion
6690,1338,get it,I finally managed to get tickets to my favorite band's concert - I feel like I'm on cloud nine!,Happiness
6691,1338,get it,"After struggling for hours to solve the puzzle, Mary finally got it and breathed a sigh of contentment.",Relief
6692,1338,get it,Peter couldn't get it - how Sarah seemed untroubled despite the bad news.,Confusion
6693,1338,get it,I can't believe I got it wrong again; I feel so foolish.,Shame
6694,1338,get it,"My boss was explaining the new procedure, and I just couldn't get it. I felt so lost.",Anxiety
6695,1339,get it on,"They couldn't resist the chemistry between them, so they decided to get it on at the party.",Lust
6696,1339,get it on,"Jack and Jill were tired of hiding their feelings, so they chose to get it on in a romantic setting.",Affection
6697,1339,get it on,The band was ready to rock the stage; it was time for them to get it on and give an unforgettable performance.,Excitement
6698,1339,get it on,"After months of preparation, the team finally got it on to launch their new project with high expectations.",Determination
6699,1339,get it on,"When Sarah walked into her surprise party, everyone got it on with the celebrations and showered her with love.",Happiness
6700,1340,get it over with,Let's just rip off the band-aid and get it over with.,Anxiety
6702,1340,get it over with,"If you're going to break up with me, just get it over with already.",Sadness
6703,1340,get it over with,I want to get this presentation over with so I can enjoy the weekend.,Frustration
6704,1340,get it over with,We'll be so relieved once we finally get it over with.,Determination
6705,1341,get it up,"He couldn't get it up during their intimate moment, filling him with embarrassment.",Shame
6706,1341,get it up,It's so frustrating when my computer won't get it up and work properly.,Frustration
6707,1341,get it up,"She bragged about finishing the project, but is struggling to get it up to the standards set by the competition.",Pride
6709,1341,get it up,She managed to get it up just in time after a long night of preparation for the surprise birthday party.,Excitement
6710,1342,get laid,"After a stressful week at work, all John wanted was to unwind and get laid.",Relief
6711,1342,get laid,Samantha couldn't believe that her friend managed to get laid by that attractive stranger at the bar.,Envy
6712,1342,get laid,The realization struck Tom that his chances to get laid with his long-time crush had been ruined.,Regret
6713,1342,get laid,"As she approached the handsome man at the party, Maria felt a thrilling anticipation of the possibility to get laid.",Excitement
6715,1343,get lost,"When he rudely told her to get lost, she could feel the anger boiling within her.",Anger
6716,1343,get lost,Seeing him follow the wrong path and get lost filled her heart with pity for his struggles.,Pity
6717,1343,get lost,Being told to get lost in a city he was unfamiliar with filled him with desperation.,Desperation
6718,1343,get lost,Her smile quickly faded as she realized she had taken a wrong turn and was now lost in the forest.,Confusion
6720,1344,get moving,You better get moving if you want to catch that bus!,Anxiety
6722,1344,get moving,"When I saw the clock, I knew I had to get moving or I'd be late for the meeting.",Shock
6723,1344,get moving,She was so excited about her new workout plan that she couldn't wait to get moving.,Excitement
6724,1344,get moving,"After a long day at work, sometimes it takes all my energy just to get moving and cook dinner.",Reluctance
6726,1345,get off one's chest,"After bottling it up for a while, it was nice to finally share my good news with my family.",Happiness
6727,1345,get off one's chest,"When we finally spoke about our issues, it was like a burden had been lifted from both our shoulders.",Gratitude
6728,1345,get off one's chest,He was filled with unease until he could explain to her about the mistake he'd made.,Anxiety
6729,1345,get off one's chest,"Listening to her candidly talk about her problems, I couldn't help but feel a deep sympathy for her.",Pity
6730,1346,get off the ground,"Despite their hard work, their business struggled to get off the ground.",Frustration
6731,1346,get off the ground,"After several attempts, their music band finally managed to get off the ground, and they couldn't be happier.",Happiness
6732,1346,get off the ground,The volunteers worked tirelessly to ensure the charity event would successfully get off the ground.,Determination
6733,1346,get off the ground,He couldn't hide his admiration for her ability to make the project get off the ground despite all the obstacles.,Admiration
6734,1346,get off the ground,Seeing his rival's startup get off the ground faster than his own left him feeling envious.,Envy
6735,1347,get off with,He dodged responsibility and managed to get off with minimal punishment.,Resentment
6736,1347,get off with,She was so lucky to get off with just a warning after that serious mistake.,Surprise
6737,1347,get off with,I can't believe he got off with my best friend at the party.,Disgust
6738,1347,get off with,"When she saw her ex get off with someone else, a heavy feeling filled her chest.",Sadness
6739,1347,get off with,Getting off with a celebrity made him feel on top of the world.,Pride
6740,1348,get on someone's nerves,His constant tapping on the table was getting on everyone's nerves.,Frustration
6742,1348,get on someone's nerves,Mary's singing in the morning tends to get on my nerves since I'm not a morning person.,Boredom
6743,1348,get on someone's nerves,Sarah's gossiping habit is really getting on my nerves lately.,Resentment
6744,1348,get on someone's nerves,The sound of the neighbor's dog barking all night long really gets on my nerves.,Anger
6745,1349,get on the end of,"He got on the end of the line, feeling nothing but boredom as he waited for his turn.",Boredom
6746,1349,get on the end of,"After getting on the end of numerous missed opportunities, his frustration was at an all-time high.",Frustration
6747,1349,get on the end of,"When she finally got on the end of the recognition she deserved, her heart filled with pride.",Pride
